DATE,PRICE
2016-04-26,10500.0
2016-04-27,10500.0
2016-04-28,10500.0
2016-04-29,10500.0
2016-04-30,10500.0
2016-05-01,10500.0
2016-05-02,10500.0
2016-05-03,10500.0
2016-05-04,10500.0
2016-05-05,10500.0
2016-05-06,10500.0
2016-05-07,10500.0
2016-05-08,10500.0
2016-05-09,10500.0
2016-05-10,10500.0
2016-05-11,10500.0
2016-05-12,10500.0
2016-05-13,10500.0
2016-05-14,10500.0
2016-05-15,10500.0
2016-05-16,10500.0
2016-05-17,10500.0
2016-05-18,10500.0
2016-05-19,10500.0
2016-05-20,10500.0
2016-05-21,10500.0
2016-05-22,10500.0
2016-05-23,10500.0
2016-05-24,10500.0
2016-05-25,10500.0
2016-05-26,10500.0
2016-05-27,10500.0
2016-05-28,10500.0
2016-05-29,10500.0
2016-05-30,10500.0
2016-05-31,10500.0
2016-06-01,10500.0
2016-06-02,10500.0
2016-06-03,10500.0
2016-06-04,10500.0
2016-06-05,10500.0
2016-06-06,10500.0
2016-06-07,10500.0
2016-06-08,10500.0
2016-06-09,10500.0
2016-06-10,10500.0
2016-06-11,10500.0
2016-06-12,10500.0
2016-06-13,10500.0
2016-06-14,10500.0
2016-06-15,10500.0
2016-06-16,10500.0
2016-06-17,10500.0
2016-06-18,10500.0
2016-06-19,10500.0
2016-06-20,10500.0
2016-06-21,10500.0
2016-06-22,10500.0
2016-06-23,10500.0
2016-06-24,10500.0
2016-06-25,10500.0
2016-06-26,10500.0
2016-06-27,10500.0
2016-06-28,10500.0
2016-06-29,10500.0
2016-06-30,10500.0
2016-07-01,10500.0
2016-07-02,10500.0
2016-07-03,10500.0
2016-07-04,10500.0
2016-07-05,10500.0
2016-07-06,10500.0
2016-07-07,10500.0
2016-07-08,10500.0
2016-07-09,10500.0
2016-07-10,10500.0
2016-07-11,10500.0
2016-07-12,10500.0
2016-07-13,10500.0
2016-07-14,10500.0
2016-07-15,10500.0
2016-07-16,10500.0
2016-07-17,10500.0
2016-07-18,10500.0
2016-07-19,10500.0
2016-07-20,10500.0
2016-07-21,10500.0
2016-07-22,10500.0
2016-07-23,10500.0
2016-07-24,10500.0
2016-07-25,10500.0
2016-07-26,10500.0
2016-07-27,10500.0
2016-07-28,10500.0
2016-07-29,10500.0
2016-07-30,10500.0
2016-07-31,10500.0
2016-08-01,10500.0
2016-08-02,10500.0
2016-08-03,10500.0
2016-08-04,10500.0
2016-08-05,10500.0
2016-08-06,10500.0
2016-08-07,10500.0
2016-08-08,10500.0
2016-08-09,10500.0
2016-08-10,10500.0
2016-08-11,10500.0
2016-08-12,10500.0
2016-08-13,10500.0
2016-08-14,10500.0
2016-08-15,10500.0
2016-08-16,10500.0
2016-08-17,10500.0
2016-08-18,10500.0
2016-08-19,10500.0
2016-08-20,10500.0
2016-08-21,10500.0
2016-08-22,10500.0
2016-08-23,10500.0
2016-08-24,10500.0
2016-08-25,10500.0
2016-08-26,10500.0
2016-08-27,10500.0
2016-08-28,10500.0
2016-08-29,10500.0
2016-08-30,10500.0
2016-08-31,10500.0
2016-09-01,10500.0
2016-09-02,10500.0
2016-09-03,10500.0
2016-09-04,10500.0
2016-09-05,10500.0
2016-09-06,10500.0
2016-09-07,10500.0
2016-09-08,10500.0
2016-09-09,10500.0
2016-09-10,10500.0
2016-09-11,10500.0
2016-09-12,10500.0
2016-09-13,10500.0
2016-09-14,10500.0
2016-09-15,10500.0
2016-09-16,10500.0
2016-09-17,10500.0
2016-09-18,10500.0
2016-09-19,10500.0
2016-09-20,10500.0
2016-09-21,10500.0
2016-09-22,10500.0
2016-09-23,10500.0
2016-09-24,10500.0
2016-09-25,10500.0
2016-09-26,10500.0
2016-09-27,10500.0
2016-09-28,10500.0
2016-09-29,10500.0
2016-09-30,10500.0
2016-10-01,10500.0
2016-10-02,10500.0
2016-10-03,10500.0
2016-10-04,10500.0
2016-10-05,10500.0
2016-10-06,10500.0
2016-10-07,10500.0
2016-10-08,10500.0
2016-10-09,10500.0
2016-10-10,10500.0
2016-10-11,10500.0
2016-10-12,10500.0
2016-10-13,10500.0
2016-10-14,10500.0
2016-10-15,10500.0
2016-10-16,10500.0
2016-10-17,10500.0
2016-10-18,10500.0
2016-10-19,10500.0
2016-10-20,10500.0
2016-10-21,10500.0
2016-10-22,10500.0
2016-10-23,10500.0
2016-10-24,10500.0
2016-10-25,10500.0
2016-10-26,10500.0
2016-10-27,10500.0
2016-10-28,10500.0
2016-10-29,10500.0
2016-10-30,10500.0
2016-10-31,10500.0
2016-11-01,10500.0
2016-11-02,10500.0
2016-11-03,10500.0
2016-11-04,10500.0
2016-11-05,10500.0
2016-11-06,10500.0
2016-11-07,10500.0
2016-11-08,10500.0
2016-11-09,10500.0
2016-11-10,10500.0
2016-11-11,10500.0
2016-11-12,10500.0
2016-11-13,10500.0
2016-11-14,10500.0
2016-11-15,10500.0
2016-11-16,10500.0
2016-11-17,10500.0
2016-11-18,10500.0
2016-11-19,10500.0
2016-11-20,10500.0
2016-11-21,10500.0
2016-11-22,10500.0
2016-11-23,10500.0
2016-11-24,10500.0
2016-11-25,10500.0
2016-11-26,10500.0
2016-11-27,10500.0
2016-11-28,10500.0
2016-11-29,10500.0
2016-11-30,10500.0
2016-12-01,10500.0
2016-12-02,10500.0
2016-12-03,10500.0
2016-12-04,10500.0
2016-12-05,10500.0
2016-12-06,10500.0
2016-12-07,10500.0
2016-12-08,10500.0
2016-12-09,10500.0
2016-12-10,10500.0
2016-12-11,10500.0
2016-12-12,10500.0
2016-12-13,10500.0
2016-12-14,10500.0
2016-12-15,10500.0
2016-12-16,10500.0
2016-12-17,10500.0
2016-12-18,10500.0
2016-12-19,10500.0
2016-12-20,10500.0
2016-12-21,10500.0
2016-12-22,10500.0
2016-12-23,10500.0
2016-12-24,10500.0
2016-12-25,10500.0
2016-12-26,10500.0
2016-12-27,10500.0
2016-12-28,10500.0
2016-12-29,10500.0
2016-12-30,10500.0
2016-12-31,10500.0
2017-01-01,10500.0
2017-01-02,10500.0
2017-01-03,10500.0
2017-01-04,10500.0
2017-01-05,10500.0
2017-01-06,10500.0
2017-01-07,10500.0
2017-01-08,10500.0
2017-01-09,10500.0
2017-01-10,10500.0
2017-01-11,10500.0
2017-01-12,10500.0
2017-01-13,10500.0
2017-01-14,10500.0
2017-01-15,10500.0
2017-01-16,10500.0
2017-01-17,10500.0
2017-01-18,10500.0
2017-01-19,10500.0
2017-01-20,11000.0
2017-01-21,11000.0
2017-01-22,11000.0
2017-01-23,11000.0
2017-01-24,11000.0
2017-01-25,11000.0
2017-01-26,11000.0
2017-01-27,11000.0
2017-01-28,11000.0
2017-01-29,11000.0
2017-01-30,11000.0
2017-01-31,11000.0
2017-02-01,11000.0
2017-02-02,11000.0
2017-02-03,11000.0
2017-02-04,11000.0
2017-02-05,11000.0
2017-02-06,11000.0
2017-02-07,11000.0
2017-02-08,11000.0
2017-02-09,11000.0
2017-02-10,11000.0
2017-02-11,11000.0
2017-02-12,11000.0
2017-02-13,11000.0
2017-02-14,11000.0
2017-02-15,11000.0
2017-02-16,11000.0
2017-02-17,11000.0
2017-02-18,11000.0
2017-02-19,11000.0
2017-02-20,11000.0
2017-02-21,11000.0
2017-02-22,11000.0
2017-02-23,11000.0
2017-02-24,11000.0
2017-02-25,11000.0
2017-02-26,11000.0
2017-02-27,11000.0
2017-02-28,11000.0
2017-03-01,11000.0
2017-03-02,11000.0
2017-03-03,11000.0
2017-03-04,11000.0
2017-03-05,11000.0
2017-03-06,11000.0
2017-03-07,11000.0
2017-03-08,11000.0
2017-03-09,11000.0
2017-03-10,11000.0
2017-03-11,11000.0
2017-03-12,11000.0
2017-03-13,11000.0
2017-03-14,11000.0
2017-03-15,11000.0
2017-03-16,11000.0
2017-03-17,11000.0
2017-03-18,11000.0
2017-03-19,11000.0
2017-03-20,11000.0
2017-03-21,11000.0
2017-03-22,11000.0
2017-03-23,11000.0
2017-03-24,11000.0
2017-03-25,11000.0
2017-03-26,11000.0
2017-03-27,11000.0
2017-03-28,11000.0
2017-03-29,11000.0
2017-03-30,11000.0
2017-03-31,11000.0
2017-04-01,11000.0
2017-04-02,11000.0
2017-04-03,11000.0
2017-04-04,11000.0
2017-04-05,11000.0
2017-04-06,11000.0
2017-04-07,11000.0
2017-04-08,11000.0
2017-04-09,11000.0
2017-04-10,11000.0
2017-04-11,11000.0
2017-04-12,11000.0
2017-04-13,11000.0
2017-04-14,11000.0
2017-04-15,11000.0
2017-04-16,11000.0
2017-04-17,11000.0
2017-04-18,11000.0
2017-04-19,11000.0
2017-04-20,11000.0
2017-04-21,11000.0
2017-04-22,11000.0
2017-04-23,11000.0
2017-04-24,11000.0
2017-04-25,11000.0
2017-04-26,11000.0
2017-04-27,11000.0
2017-04-28,11000.0
2017-04-29,11000.0
2017-04-30,11000.0
2017-05-01,11000.0
2017-05-02,11000.0
2017-05-03,11000.0
2017-05-04,11000.0
2017-05-05,11000.0
2017-05-06,11000.0
2017-05-07,11000.0
2017-05-08,11000.0
2017-05-09,11000.0
2017-05-10,11000.0
2017-05-11,11000.0
2017-05-12,11000.0
2017-05-13,11000.0
2017-05-14,11000.0
2017-05-15,11000.0
2017-05-16,11000.0
2017-05-17,11000.0
2017-05-18,11000.0
2017-05-19,11000.0
2017-05-20,11000.0
2017-05-21,11000.0
2017-05-22,11000.0
2017-05-23,11000.0
2017-05-24,11000.0
2017-05-25,11000.0
2017-05-26,11000.0
2017-05-27,11000.0
2017-05-28,11000.0
2017-05-29,11000.0
2017-05-30,11000.0
2017-05-31,11000.0
2017-06-01,11000.0
2017-06-02,11000.0
2017-06-03,11000.0
2017-06-04,11000.0
2017-06-05,11000.0
2017-06-06,11000.0
2017-06-07,11000.0
2017-06-08,11000.0
2017-06-09,11000.0
2017-06-10,11000.0
2017-06-11,11000.0
2017-06-12,11000.0
2017-06-13,11000.0
2017-06-14,11000.0
2017-06-15,11000.0
2017-06-16,11000.0
2017-06-17,11000.0
2017-06-18,11000.0
2017-06-19,11000.0
2017-06-20,11000.0
2017-06-21,11000.0
2017-06-22,11000.0
2017-06-23,11000.0
2017-06-24,11000.0
2017-06-25,11000.0
2017-06-26,11000.0
2017-06-27,11000.0
2017-06-28,11000.0
2017-06-29,11000.0
2017-06-30,11000.0
2017-07-01,11000.0
2017-07-02,11000.0
2017-07-03,11000.0
2017-07-04,11000.0
2017-07-05,11000.0
2017-07-06,11000.0
2017-07-07,11000.0
2017-07-08,11000.0
2017-07-09,11000.0
2017-07-10,11000.0
2017-07-11,11000.0
2017-07-12,11000.0
2017-07-13,11000.0
2017-07-14,11000.0
2017-07-15,11000.0
2017-07-16,11000.0
2017-07-17,11000.0
2017-07-18,11000.0
2017-07-19,11000.0
2017-07-20,11000.0
2017-07-21,11000.0
2017-07-22,11000.0
2017-07-23,11000.0
2017-07-24,11000.0
2017-07-25,11000.0
2017-07-26,11000.0
2017-07-27,11000.0
2017-07-28,11000.0
2017-07-29,11000.0
2017-07-30,11000.0
2017-07-31,11000.0
2017-08-01,11000.0
2017-08-02,11000.0
2017-08-03,11000.0
2017-08-04,11000.0
2017-08-05,11000.0
2017-08-06,11000.0
2017-08-07,11000.0
2017-08-08,11000.0
2017-08-09,11000.0
2017-08-10,11000.0
2017-08-11,11000.0
2017-08-12,11000.0
2017-08-13,11000.0
2017-08-14,11000.0
2017-08-15,11000.0
2017-08-16,11000.0
2017-08-17,11000.0
2017-08-18,11000.0
2017-08-19,11000.0
2017-08-20,11000.0
2017-08-21,11000.0
2017-08-22,11000.0
2017-08-23,11000.0
2017-08-24,11000.0
2017-08-25,11000.0
2017-08-26,11000.0
2017-08-27,11000.0
2017-08-28,11000.0
2017-08-29,11000.0
2017-08-30,11000.0
2017-08-31,11000.0
2017-09-01,11000.0
2017-09-02,11000.0
2017-09-03,11000.0
2017-09-04,11000.0
2017-09-05,11000.0
2017-09-06,11000.0
2017-09-07,11000.0
2017-09-08,11000.0
2017-09-09,11000.0
2017-09-10,11000.0
2017-09-11,11000.0
2017-09-12,11000.0
2017-09-13,11000.0
2017-09-14,11000.0
2017-09-15,11000.0
2017-09-16,11000.0
2017-09-17,11000.0
2017-09-18,11000.0
2017-09-19,11000.0
2017-09-20,11000.0
2017-09-21,11000.0
2017-09-22,11000.0
2017-09-23,11000.0
2017-09-24,11000.0
2017-09-25,11000.0
2017-09-26,11000.0
2017-09-27,11000.0
2017-09-28,11000.0
2017-09-29,11000.0
2017-09-30,11000.0
2017-10-01,11000.0
2017-10-02,11000.0
2017-10-03,11000.0
2017-10-04,11000.0
2017-10-05,11000.0
2017-10-06,11000.0
2017-10-07,11000.0
2017-10-08,11000.0
2017-10-09,10806.1214940777
2017-10-10,10306.1214940777
2017-10-11,9622.44859763108
2017-10-12,8877.551402368921
2017-10-13,8193.878505922301
2017-10-14,7693.878505922302
2017-10-15,7500.0
2017-10-16,7500.0
2017-10-17,7500.0
2017-10-18,7500.0
2017-10-19,7500.0
2017-10-20,7500.0
2017-10-21,7500.0
2017-10-22,7500.0
2017-10-23,7500.0
2017-10-24,7500.0
2017-10-25,7500.0
2017-10-26,7500.0
2017-10-27,7500.0
2017-10-28,7500.0
2017-10-29,7500.0
2017-10-30,7500.0
2017-10-31,7500.0
2017-11-01,7500.0
2017-11-02,7500.0
2017-11-03,7500.0
2017-11-04,7500.0
2017-11-05,7500.0
2017-11-06,7600.0
2017-11-07,7600.0
2017-11-08,7600.0
2017-11-09,7600.0
2017-11-10,7600.0
2017-11-11,7600.0
2017-11-12,7600.0
2017-11-13,7600.0
2017-11-14,7600.0
2017-11-15,7600.0
2017-11-16,7600.0
2017-11-17,7600.0
2017-11-18,7600.0
2017-11-19,7600.0
2017-11-20,7600.0
2017-11-21,7600.0
2017-11-22,7600.0
2017-11-23,7600.0
2017-11-24,7600.0
2017-11-25,7600.0
2017-11-26,7600.0
2017-11-27,7600.0
2017-11-28,7600.0
2017-11-29,7600.0
2017-11-30,7600.0
2017-12-01,7600.0
2017-12-02,7600.0
2017-12-03,7600.0
2017-12-04,7600.0
2017-12-05,7600.0
2017-12-06,7600.0
2017-12-07,7600.0
2017-12-08,7600.0
2017-12-09,7600.0
2017-12-10,7600.0
2017-12-11,7600.0
2017-12-12,7600.0
2017-12-13,7600.0
2017-12-14,7600.0
2017-12-15,7600.0
2017-12-16,7600.0
2017-12-17,7600.0
2017-12-18,7600.0
2017-12-19,7600.0
2017-12-20,7600.0
2017-12-21,7600.0
2017-12-22,7600.0
2017-12-23,7600.0
2017-12-24,7600.0
2017-12-25,7600.0
2017-12-26,7600.0
2017-12-27,7600.0
2017-12-28,7600.0
2017-12-29,7600.0
2017-12-30,7600.0
2017-12-31,7600.0
2018-01-01,7600.0
2018-01-02,7600.0
2018-01-03,7600.0
2018-01-04,7600.0
2018-01-05,7600.0
2018-01-06,7600.0
2018-01-07,7600.0
2018-01-08,7600.0
2018-01-09,7600.0
2018-01-10,7600.0
2018-01-11,7600.0
2018-01-12,7600.0
2018-01-13,7600.0
2018-01-14,7600.0
2018-01-15,7600.0
2018-01-16,7600.0
2018-01-17,7600.0
2018-01-18,7600.0
2018-01-19,7600.0
2018-01-20,7600.0
2018-01-21,7600.0
2018-01-22,7600.0
2018-01-23,7600.0
2018-01-24,7600.0
2018-01-25,7600.0
2018-01-26,7600.0
2018-01-27,7600.0
2018-01-28,7600.0
2018-01-29,7600.0
2018-01-30,7600.0
2018-01-31,7600.0
2018-02-01,7600.0
2018-02-02,7600.0
2018-02-03,7600.0
2018-02-04,7600.0
2018-02-05,7600.0
2018-02-06,7600.0
2018-02-07,7600.0
2018-02-08,7600.0
2018-02-09,7600.0
2018-02-10,7600.0
2018-02-11,7600.0
2018-02-12,7600.0
2018-02-13,7600.0
2018-02-14,7600.0
2018-02-15,7600.0
2018-02-16,7600.0
2018-02-17,7600.0
2018-02-18,7600.0
2018-02-19,7600.0
2018-02-20,7600.0
2018-02-21,7600.0
2018-02-22,7600.0
2018-02-23,7600.0
2018-02-24,7600.0
2018-02-25,7600.0
2018-02-26,7600.0
2018-02-27,7600.0
2018-02-28,7600.0
2018-03-01,7600.0
2018-03-02,7600.0
2018-03-03,7600.0
2018-03-04,7600.0
2018-03-05,7600.0
2018-03-06,7600.0
2018-03-07,7600.0
2018-03-08,7600.0
2018-03-09,7600.0
2018-03-10,7600.0
2018-03-11,7600.0
2018-03-12,7600.0
2018-03-13,7600.0
2018-03-14,7600.0
2018-03-15,7600.0
2018-03-16,7600.0
2018-03-17,7600.0
2018-03-18,7600.0
2018-03-19,7600.0
2018-03-20,7600.0
2018-03-21,7600.0
2018-03-22,7600.0
2018-03-23,7600.0
2018-03-24,7600.0
2018-03-25,7600.0
2018-03-26,7600.0
2018-03-27,7600.0
2018-03-28,7600.0
2018-03-29,7600.0
2018-03-30,7600.0
2018-03-31,7600.0
2018-04-01,7600.0
2018-04-02,7600.0
2018-04-03,7600.0
2018-04-04,7600.0
2018-04-05,7600.0
2018-04-06,7600.0
2018-04-07,7600.0
2018-04-08,7600.0
2018-04-09,7600.0
2018-04-10,7600.0
2018-04-11,7600.0
2018-04-12,7600.0
2018-04-13,7600.0
2018-04-14,7600.0
2018-04-15,7600.0
2018-04-16,7600.0
2018-04-17,7600.0
2018-04-18,7600.0
2018-04-19,7600.0
2018-04-20,7600.0
2018-04-21,7600.0
2018-04-22,7600.0
2018-04-23,7600.0
2018-04-24,7600.0
2018-04-25,7600.0
2018-04-26,7600.0
2018-04-27,7600.0
2018-04-28,7600.0
2018-04-29,7600.0
2018-04-30,7600.0
2018-05-01,7600.0
2018-05-02,7600.0
2018-05-03,7600.0
2018-05-04,7600.0
2018-05-05,7600.0
2018-05-06,7600.0
2018-05-07,7600.0
2018-05-08,7600.0
2018-05-09,7600.0
2018-05-10,7600.0
2018-05-11,7600.0
2018-05-12,7600.0
2018-05-13,7600.0
2018-05-14,7600.0
2018-05-15,7600.0
2018-05-16,7600.0
2018-05-17,7600.0
2018-05-18,7600.0
2018-05-19,7600.0
2018-05-20,7600.0
2018-05-21,7600.0
2018-05-22,7600.0
2018-05-23,7600.0
2018-05-24,7600.0
2018-05-25,7600.0
2018-05-26,7600.0
2018-05-27,7600.0
2018-05-28,7600.0
2018-05-29,7600.0
2018-05-30,7600.0
2018-05-31,7600.0
2018-06-01,7600.0
2018-06-02,7600.0
2018-06-03,7600.0
2018-06-04,7600.0
2018-06-05,7600.0
2018-06-06,7600.0
2018-06-07,7600.0
2018-06-08,7600.0
2018-06-09,7600.0
2018-06-10,7600.0
2018-06-11,7600.0
2018-06-12,7600.0
2018-06-13,7600.0
2018-06-14,7600.0
2018-06-15,7600.0
2018-06-16,7600.0
2018-06-17,7600.0
2018-06-18,7600.0
2018-06-19,7600.0
2018-06-20,7600.0
2018-06-21,7600.0
2018-06-22,7600.0
2018-06-23,7600.0
2018-06-24,7600.0
2018-06-25,7600.0
2018-06-26,7600.0
2018-06-27,7600.0
2018-06-28,7600.0
2018-06-29,7600.0
2018-06-30,7600.0
2018-07-01,7600.0
2018-07-02,7600.0
2018-07-03,7600.0
2018-07-04,7600.0
2018-07-05,7600.0
2018-07-06,7600.0
2018-07-07,7600.0
2018-07-08,7600.0
2018-07-09,7600.0
2018-07-10,7600.0
2018-07-11,7600.0
2018-07-12,7600.0
2018-07-13,7600.0
2018-07-14,7600.0
2018-07-15,7600.0
2018-07-16,7600.0
2018-07-17,7600.0
2018-07-18,7600.0
2018-07-19,7600.0
2018-07-20,7600.0
2018-07-21,7600.0
2018-07-22,7600.0
2018-07-23,7600.0
2018-07-24,7600.0
2018-07-25,7600.0
2018-07-26,7600.0
2018-07-27,7600.0
2018-07-28,7600.0
2018-07-29,7600.0
2018-07-30,7600.0
2018-07-31,7600.0
2018-08-01,7600.0
2018-08-02,7600.0
2018-08-03,7600.0
2018-08-04,7600.0
2018-08-05,7600.0
2018-08-06,7600.0
2018-08-07,7600.0
2018-08-08,7600.0
2018-08-09,7600.0
2018-08-10,7600.0
2018-08-11,7600.0
2018-08-12,7600.0
2018-08-13,7600.0
2018-08-14,7600.0
2018-08-15,7600.0
2018-08-16,7600.0
2018-08-17,7600.0
2018-08-18,7600.0
2018-08-19,7600.0
2018-08-20,7600.0
2018-08-21,7600.0
2018-08-22,7600.0
2018-08-23,7600.0
2018-08-24,7600.0
2018-08-25,7600.0
2018-08-26,7600.0
2018-08-27,7600.0
2018-08-28,7600.0
2018-08-29,7600.0
2018-08-30,7600.0
2018-08-31,7600.0
2018-09-01,7600.0
2018-09-02,7600.0
2018-09-03,7600.0
2018-09-04,7600.0
2018-09-05,7600.0
2018-09-06,7600.0
2018-09-07,7600.0
2018-09-08,7600.0
2018-09-09,7600.0
2018-09-10,7600.0
2018-09-11,7600.0
2018-09-12,7600.0
2018-09-13,7600.0
2018-09-14,7600.0
2018-09-15,7600.0
2018-09-16,7600.0
2018-09-17,7600.0
2018-09-18,7600.0
2018-09-19,7600.0
2018-09-20,7600.0
2018-09-21,7600.0
2018-09-22,7600.0
2018-09-23,7600.0
2018-09-24,7600.0
2018-09-25,7600.0
2018-09-26,7600.0
2018-09-27,7600.0
2018-09-28,7600.0
2018-09-29,7600.0
2018-09-30,7600.0
2018-10-01,7600.0
2018-10-02,7600.0
2018-10-03,7600.0
2018-10-04,7600.0
2018-10-05,7600.0
2018-10-06,7600.0
2018-10-07,7600.0
2018-10-08,7600.0
2018-10-09,7600.0
2018-10-10,7600.0
2018-10-11,7600.0
2018-10-12,7600.0
2018-10-13,7600.0
2018-10-14,7600.0
2018-10-15,7600.0
2018-10-16,7600.0
2018-10-17,7600.0
2018-10-18,7600.0
2018-10-19,7600.0
2018-10-20,7600.0
2018-10-21,7600.0
2018-10-22,7600.0
2018-10-23,7600.0
2018-10-24,7600.0
2018-10-25,7600.0
2018-10-26,7600.0
2018-10-27,7600.0
2018-10-28,7600.0
2018-10-29,7600.0
2018-10-30,7600.0
2018-10-31,7600.0
2018-11-01,7600.0
2018-11-02,7600.0
2018-11-03,7600.0
2018-11-04,7600.0
2018-11-05,7600.0
2018-11-06,7600.0
2018-11-07,7600.0
2018-11-08,7600.0
2018-11-09,7600.0
2018-11-10,7600.0
2018-11-11,7600.0
2018-11-12,7600.0
2018-11-13,7600.0
2018-11-14,7600.0
2018-11-15,7600.0
2018-11-16,7600.0
2018-11-17,7600.0
2018-11-18,7600.0
2018-11-19,7600.0
2018-11-20,7600.0
2018-11-21,7600.0
2018-11-22,7600.0
2018-11-23,7600.0
2018-11-24,7600.0
2018-11-25,7600.0
2018-11-26,7600.0
2018-11-27,7600.0
2018-11-28,7600.0
2018-11-29,7600.0
2018-11-30,7600.0
2018-12-01,7600.0
2018-12-02,7600.0
2018-12-03,7600.0
2018-12-04,7600.0
2018-12-05,7600.0
2018-12-06,7600.0
2018-12-07,7600.0
2018-12-08,7600.0
2018-12-09,7600.0
2018-12-10,7600.0
2018-12-11,7600.0
2018-12-12,7600.0
2018-12-13,7600.0
2018-12-14,7600.0
2018-12-15,7600.0
2018-12-16,7600.0
2018-12-17,7600.0
2018-12-18,7600.0
2018-12-19,7600.0
2018-12-20,7600.0
2018-12-21,7600.0
2018-12-22,7600.0
2018-12-23,7600.0
2018-12-24,7600.0
2018-12-25,7600.0
2018-12-26,7600.0
2018-12-27,7600.0
2018-12-28,7600.0
2018-12-29,7600.0
2018-12-30,7600.0
2018-12-31,7600.0
2019-01-01,7600.0
2019-01-02,7600.0
2019-01-03,7600.0
2019-01-04,7600.0
2019-01-05,7600.0
2019-01-06,7600.0
2019-01-07,7600.0
2019-01-08,7600.0
2019-01-09,7600.0
2019-01-10,7600.0
2019-01-11,7600.0
2019-01-12,7600.0
2019-01-13,7600.0
2019-01-14,7600.0
2019-01-15,7600.0
2019-01-16,7600.0
2019-01-17,7600.0
2019-01-18,7600.0
2019-01-19,7600.0
2019-01-20,7600.0
2019-01-21,7600.0
2019-01-22,7600.0
2019-01-23,7600.0
2019-01-24,7600.0
2019-01-25,7600.0
2019-01-26,7600.0
2019-01-27,7600.0
2019-01-28,7600.0
2019-01-29,7600.0
2019-01-30,7600.0
2019-01-31,7600.0
2019-02-01,7600.0
2019-02-02,7600.0
2019-02-03,7600.0
2019-02-04,7600.0
2019-02-05,7600.0
2019-02-06,7600.0
2019-02-07,7600.0
2019-02-08,7600.0
2019-02-09,7600.0
2019-02-10,7600.0
2019-02-11,7600.0
2019-02-12,7600.0
2019-02-13,7600.0
2019-02-14,7600.0
2019-02-15,7600.0
2019-02-16,7600.0
2019-02-17,7600.0
2019-02-18,7600.0
2019-02-19,7600.0
2019-02-20,7600.0
2019-02-21,7600.0
2019-02-22,7600.0
2019-02-23,7600.0
2019-02-24,7600.0
2019-02-25,7600.0
2019-02-26,7600.0
2019-02-27,7600.0
2019-02-28,7600.0
2019-03-01,7600.0
2019-03-02,7600.0
2019-03-03,7600.0
2019-03-04,7600.0
2019-03-05,7600.0
2019-03-06,7600.0
2019-03-07,7600.0
2019-03-08,7600.0
